Neuron 1,Neuron 2,Type,Nbr
PLMR,LUAR,EJ,1.0
PVR,LUAR,EJ,1.0
PHCR,LUAR,Sp,1.0
PQR,LUAR,Rp,1.0
PQR,LUAR,Sp,1.0
PVCR,LUAR,Rp,3.0
PVCR,LUAR,Sp,1.0
PVR,LUAR,R,1.0
PVWL,LUAR,Rp,1.0
ADEL,OLLL,S,1.0
ADEL,OLLL,Sp,1.0
AVER,OLLL,R,3.0
AVER,OLLL,Rp,18.0
CEPDL,OLLL,Rp,3.0
CEPDL,OLLL,Sp,2.0
CEPVL,OLLL,Rp,4.0
CEPVL,OLLL,Sp,4.0
IL1VL,OLLL,Rp,2.0
IL1DL,OLLL,EJ,1.0
OLLR,OLLL,EJ,2.0
RIGL,OLLL,EJ,1.0
RIBL,OLLL,Rp,8.0
RMDDL,OLLL,Rp,7.0
RMDL,OLLL,R,2.0
RMDVL,OLLL,Rp,1.0
RMEL,OLLL,Rp,2.0
SAADR,OLLL,S,1.0
SMDDL,OLLL,R,2.0
SMDDL,OLLL,Rp,1.0
SMDDR,OLLL,R,3.0
SMDDR,OLLL,Rp,1.0
SMDVR,OLLL,R,4.0
URYDL,OLLL,Rp,1.0
ADER,OLLR,Sp,2.0
ADLR,OLLR,Sp,1.0
AVEL,OLLR,R,1.0
AVEL,OLLR,Rp,15.0
CEPDR,OLLR,R,1.0
CEPDR,OLLR,Rp,1.0
CEPDR,OLLR,S,1.0
CEPDR,OLLR,Sp,7.0
CEPVR,OLLR,Rp,6.0
CEPVR,OLLR,S,1.0
CEPVR,OLLR,Sp,6.0
IL1DR,OLLR,Rp,2.0
IL1VR,OLLR,Rp,1.0
IL2R,OLLR,R,1.0
IL2R,OLLR,S,1.0
IL2R,OLLR,Sp,1.0
IL1DR,OLLR,EJ,1.0
OLLL,OLLR,EJ,2.0
RIGR,OLLR,EJ,1.0
RIBR,OLLR,R,2.0
RIBR,OLLR,Rp,8.0
RIS,OLLR,Sp,1.0
RMDDR,OLLR,Rp,10.0
RMDL,OLLR,R,3.0
RMDL,OLLR,Sp,2.0
RMDVR,OLLR,Rp,3.0
RMER,OLLR,Rp,2.0
SAAVL,OLLR,Sp,1.0
SMDDR,OLLR,R,1.0
SMDVL,OLLR,R,4.0
SMDVR,OLLR,R,3.0
VC05,OLLR,S,1.0
CEPDL,OLQDL,Sp,6.0
IL2DL,OLQDL,Sp,2.0
IL2L,OLQDL,S,2.0
IL2L,OLQDL,Sp,3.0
CEPDL,OLQDL,EJ,1.0
RIBL,OLQDL,EJ,2.0
RIGL,OLQDL,EJ,1.0
RMDVL,OLQDL,EJ,1.0
URBL,OLQDL,EJ,1.0
RICR,OLQDL,R,1.0
RIH,OLQDL,S,2.0
RIH,OLQDL,Sp,2.0
RIPL,OLQDL,S,1.0
RIPR,OLQDL,S,1.0
RMDDR,OLQDL,R,1.0
RMDDR,OLQDL,Rp,3.0
SIBVL,OLQDL,Rp,3.0
AIMR,OLQDR,Sp,1.0
CEPDR,OLQDR,Sp,5.0
IL2R,OLQDR,Sp,2.0
CEPDR,OLQDR,EJ,2.0
RIBR,OLQDR,EJ,2.0
RIGR,OLQDR,EJ,1.0
RIH,OLQDR,EJ,1.0
RMDVR,OLQDR,EJ,1.0
URBR,OLQDR,EJ,1.0
RICL,OLQDR,R,1.0
RICR,OLQDR,Rp,1.0
RIH,OLQDR,Sp,2.0
RIPL,OLQDR,S,1.0
RIPR,OLQDR,S,1.0
RMDDL,OLQDR,R,1.0
RMDDL,OLQDR,Rp,2.0
RMHR,OLQDR,Rp,1.0
SIBVR,OLQDR,Rp,2.0
ADFL,OLQVL,Sp,1.0
ADLL,OLQVL,Sp,1.0
CEPVL,OLQVL,Sp,6.0
IL1VL,OLQVL,R,1.0
IL1VL,OLQVL,Rp,1.0
IL2L,OLQVL,S,2.0
IL2L,OLQVL,Sp,6.0
IL2VL,OLQVL,Rp,1.0
IL2VL,OLQVL,Sp,1.0
ADLL,OLQVL,EJ,1.0
CEPVL,OLQVL,EJ,1.0
RIBL,OLQVL,EJ,1.0
RIGL,OLQVL,EJ,1.0
RMDDL,OLQVL,EJ,1.0
URBL,OLQVL,EJ,1.0
RICL,OLQVL,R,1.0
RIH,OLQVL,Rp,1.0
RIH,OLQVL,Sp,1.0
RIPL,OLQVL,Rp,1.0
RMDVR,OLQVL,R,1.0
RMDVR,OLQVL,Rp,3.0
SIBDL,OLQVL,Rp,3.0
CEPVR,OLQVR,Sp,3.0
IL1VR,OLQVR,Rp,1.0
IL2R,OLQVR,S,2.0
IL2R,OLQVR,Sp,5.0
IL2VR,OLQVR,S,1.0
IL2VR,OLQVR,Sp,1.0
CEPVR,OLQVR,EJ,1.0
RIBR,OLQVR,EJ,1.0
RIGR,OLQVR,EJ,1.0
RMDDR,OLQVR,EJ,1.0
URBR,OLQVR,EJ,1.0
RICR,OLQVR,R,1.0
RIH,OLQVR,Rp,2.0
RIH,OLQVR,Sp,6.0
RIPR,OLQVR,Rp,2.0
RMDVL,OLQVR,Rp,4.0
RMER,OLQVR,Rp,1.0
SIBDR,OLQVR,Rp,4.0
URXR,OLQVR,Sp,1.0
AS11,PDA,Rp,1.0
AS11,PDA,S,1.0
DA09,PDA,Rp,1.0
DD06,PDA,Rp,1.0
DVB,PDA,Sp,1.0
DA09,PDA,EJ,1.0
PVNR,PDA,Rp,1.0
VD13,PDA,Rp,3.0
AS11,PDB,S,1.0
AS11,PDB,EJ,2.0
RID,PDB,EJ,2.0
VD13,PDB,Rp,4.0
AVAR,PDEL,Sp,1.0
AVKL,PDEL,R,1.0
AVKL,PDEL,Rp,5.0
AVKL,PDEL,S,2.0
AVKL,PDEL,Sp,1.0
DVA,PDEL,R,16.0
DVA,PDEL,Rp,8.0
DVA,PDEL,S,1.0
DVA,PDEL,Sp,2.0
PDER,PDEL,EJ,3.0
PVCR,PDEL,EJ,1.0
PVM,PDEL,EJ,1.0
PDER,PDEL,Rp,1.0
PLMR,PDEL,Sp,2.0
PVCR,PDEL,Sp,1.0
PVM,PDEL,Rp,2.0
PVM,PDEL,S,1.0
PVM,PDEL,Sp,6.0
PVR,PDEL,Rp,2.0
PVR,PDEL,Sp,1.0
VA09,PDEL,R,1.0
VD11,PDEL,R,1.0
AVAR,PDER,Sp,1.0
AVFL,PDER,Sp,1.0
AVKL,PDER,Rp,16.0
AVKL,PDER,Sp,1.0
DVA,PDER,R,19.0
DVA,PDER,Rp,16.0
PDEL,PDER,Sp,1.0
PDEL,PDER,EJ,3.0
PVM,PDER,EJ,1.0
VA08,PDER,EJ,1.0
VD09,PDER,EJ,1.0
PLMR,PDER,Sp,3.0
PVCL,PDER,R,1.0
PVCR,PDER,R,1.0
PVM,PDER,S,2.0
PVM,PDER,Sp,6.0
PVR,PDER,Sp,1.0
AVDR,PHAL,Rp,1.0
AVFL,PHAL,Rp,3.0
AVG,PHAL,R,1.0
AVG,PHAL,Rp,4.0
AVG,PHAL,Sp,2.0
AVHL,PHAL,Rp,1.0
AVHR,PHAL,Rp,1.0
DVA,PHAL,Rp,2.0
PHAR,PHAL,EJ,2.0
PHAR,PHAL,Rp,5.0
PHAR,PHAL,S,1.0
PHAR,PHAL,Sp,5.0
PHBL,PHAL,Rp,5.0
PHBR,PHAL,Rp,5.0
PVQL,PHAL,Rp,2.0
AVG,PHAR,R,1.0
AVG,PHAR,Rp,2.0
AVHR,PHAR,Rp,1.0
DA08,PHAR,Rp,1.0
DVA,PHAR,R,1.0
DVA,PHAR,Rp,1.0
PHAL,PHAR,R,1.0
PHAL,PHAR,Rp,5.0
PHAL,PHAR,Sp,5.0
PHAL,PHAR,EJ,2.0
PHBL,PHAR,Rp,1.0
PVPL,PHAR,EJ,3.0
PHBR,PHAR,Rp,5.0
PVQL,PHAR,Rp,2.0
AVAL,PHBL,Rp,9.0
AVAR,PHBL,Rp,6.0
AVDL,PHBL,Rp,1.0
LUAL,PHBL,Sp,1.0
PHAL,PHBL,Sp,5.0
PHAR,PHBL,Sp,1.0
PHBR,PHBL,EJ,3.0
PHBR,PHBL,Rp,1.0
PHBR,PHBL,Sp,1.0
PVCL,PHBL,Rp,13.0
VA12,PHBL,Rp,1.0
AVAL,PHBR,Rp,7.0
AVAR,PHBR,Rp,7.0
AVDL,PHBR,Rp,1.0
AVDR,PHBR,Rp,1.0
AVFL,PHBR,Rp,1.0
DA08,PHBR,Rp,1.0
PHAL,PHBR,Sp,5.0
PHAR,PHBR,Sp,5.0
PHBL,PHBR,Rp,1.0
PHBL,PHBR,Sp,1.0
AVHL,PHBR,EJ,1.0
PHBL,PHBR,EJ,3.0
PVCL,PHBR,Rp,6.0
PVCR,PHBR,Rp,3.0
VA12,PHBR,Rp,2.0
AVAL,PHCL,Rp,1.0
DA09,PHCL,Rp,7.0
DVA,PHCL,R,4.0
DVA,PHCL,Rp,2.0
DVB,PHCL,Sp,1.0
LUAL,PHCL,Rp,1.0
DA09,PHCL,EJ,1.0
PHCR,PHCL,EJ,1.0
PLML,PHCL,EJ,1.0
VA12,PHCL,EJ,1.0
PHCR,PHCL,Sp,1.0
PVCL,PHCL,Rp,2.0
VA12,PHCL,Rp,2.0
AVHR,PHCR,Rp,1.0
DA09,PHCR,Rp,2.0
DVA,PHCR,R,3.0
DVA,PHCR,Rp,5.0
LUAR,PHCR,Rp,1.0
PHCL,PHCR,Rp,1.0
PHCL,PHCR,EJ,1.0
PVCR,PHCR,EJ,1.0
VA12,PHCR,EJ,1.0
PVCR,PHCR,Rp,8.0
VA12,PHCR,Rp,1.0
HSNL,PLML,R,1.0
LUAL,PLML,EJ,1.0
PHCL,PLML,EJ,1.0
PVCL,PLML,EJ,1.0
AS06,PLMR,Rp,1.0
AVAL,PLMR,R,1.0
AVAL,PLMR,Rp,3.0
AVAR,PLMR,Rp,1.0
AVDL,PLMR,R,1.0
AVDR,PLMR,Rp,4.0
AVJL,PLMR,Sp,2.0
DVA,PLMR,Rp,5.0
HSNR,PLMR,R,1.0
PDEL,PLMR,Rp,2.0
PDER,PLMR,Rp,3.0
LUAR,PLMR,EJ,1.0
PVCR,PLMR,EJ,1.0
PVR,PLMR,EJ,2.0
PVCL,PLMR,Rp,2.0
SAADL,PLNL,Rp,5.0
SMBVL,PLNL,R,1.0
SMBVL,PLNL,Rp,5.0
SMBVL,PLNL,Sp,1.0
SAADR,PLNR,Rp,4.0
SMBVR,PLNR,R,2.0
SMBVR,PLNR,Rp,4.0
AVAL,PQR,R,3.0
AVAL,PQR,Rp,5.0
AVAR,PQR,R,2.0
AVAR,PQR,Rp,9.0
AVDL,PQR,Rp,7.0
AVDR,PQR,Rp,6.0
AVDR,PQR,S,1.0
AVG,PQR,R,1.0
LUAR,PQR,Rp,1.0
LUAR,PQR,Sp,1.0
PVPL,PQR,EJ,4.0
PVNL,PQR,Rp,1.0
PVNL,PQR,Sp,1.0
PVNR,PQR,Sp,2.0
ADLR,PVCL,S,1.0
ADLR,PVCL,Sp,1.0
ALML,PVCL,S,2.0
ALML,PVCL,Sp,2.0
AS01,PVCL,R,1.0
AVAL,PVCL,R,1.0
AVAL,PVCL,Rp,1.0
AVAL,PVCL,S,3.0
AVAL,PVCL,Sp,7.0
AVAR,PVCL,Rp,4.0
AVAR,PVCL,S,2.0
AVAR,PVCL,Sp,5.0
AVBL,PVCL,Rp,5.0
AVBR,PVCL,R,1.0
AVBR,PVCL,Rp,11.0
AVDL,PVCL,Rp,5.0
AVDL,PVCL,Sp,1.0
AVDR,PVCL,Rp,2.0
AVEL,PVCL,Rp,2.0
AVER,PVCL,Rp,1.0
AVG,PVCL,Sp,1.0
AVJL,PVCL,R,1.0
AVJL,PVCL,Rp,2.0
AVJL,PVCL,Sp,1.0
AVJR,PVCL,R,1.0
AVJR,PVCL,Sp,2.0
AVM,PVCL,Sp,4.0
BDUR,PVCL,S,1.0
BDUR,PVCL,Sp,1.0
DA02,PVCL,R,1.0
DA05,PVCL,Rp,1.0
DA06,PVCL,Rp,1.0
DB02,PVCL,Rp,3.0
DB03,PVCL,R,1.0
DB03,PVCL,Rp,3.0
DB04,PVCL,R,1.0
DB04,PVCL,Rp,2.0
DB05,PVCL,Rp,2.0
DB06,PVCL,R,2.0
DB07,PVCL,R,1.0
DB07,PVCL,Rp,2.0
DVA,PVCL,Rp,4.0
DVA,PVCL,Sp,3.0
FLPR,PVCL,Sp,2.0
PDER,PVCL,S,1.0
PHBL,PVCL,Sp,13.0
PHBR,PVCL,Sp,6.0
PHCL,PVCL,Sp,2.0
PLMR,PVCL,Sp,2.0
AVAL,PVCL,EJ,2.0
AVJL,PVCL,EJ,1.0
AVJR,PVCL,EJ,1.0
DVA,PVCL,EJ,1.0
PLML,PVCL,EJ,1.0
PVCR,PVCL,EJ,5.0
VB09,PVCL,EJ,2.0
VB10,PVCL,EJ,1.0
PVCR,PVCL,Rp,2.0
PVCR,PVCL,S,1.0
PVCR,PVCL,Sp,2.0
PVDL,PVCL,Sp,1.0
PVDR,PVCL,S,2.0
PVDR,PVCL,Sp,11.0
PVM,PVCL,S,2.0
PVNL,PVCL,Sp,1.0
PVNR,PVCL,S,1.0
PVPR,PVCL,Sp,4.0
RID,PVCL,R,1.0
RID,PVCL,Rp,4.0
RIFR,PVCL,Sp,1.0
RIS,PVCL,R,2.0
SIBVL,PVCL,Rp,2.0
VA12,PVCL,S,2.0
VB03,PVCL,Rp,1.0
VB04,PVCL,Rp,1.0
VB05,PVCL,R,1.0
VB06,PVCL,Rp,2.0
VB08,PVCL,Rp,1.0
VB10,PVCL,R,2.0
VB11,PVCL,Rp,1.0
VD13,PVCL,Sp,1.0
ALML,PVCR,S,1.0
ALML,PVCR,Sp,1.0
ALMR,PVCR,S,3.0
AQR,PVCR,Rp,1.0
AQR,PVCR,Sp,2.0
AS02,PVCR,Rp,1.0
AVAL,PVCR,R,2.0
AVAL,PVCR,Rp,5.0
AVAL,PVCR,S,2.0
AVAL,PVCR,Sp,4.0
AVAR,PVCR,Rp,7.0
AVAR,PVCR,Sp,5.0
AVBL,PVCR,R,2.0
AVBL,PVCR,Rp,6.0
AVBR,PVCR,Rp,6.0
AVDL,PVCR,Rp,5.0
AVDR,PVCR,Rp,1.0
AVEL,PVCR,Rp,1.0
AVEL,PVCR,Sp,1.0
AVER,PVCR,Rp,1.0
AVJL,PVCR,Sp,2.0
AVJR,PVCR,S,1.0
AVJR,PVCR,Sp,3.0
AVL,PVCR,R,1.0
AVM,PVCR,S,1.0
AVM,PVCR,Sp,4.0
DA09,PVCR,Rp,1.0
DB02,PVCR,Rp,1.0
DB03,PVCR,R,1.0
DB03,PVCR,Rp,2.0
DB04,PVCR,Rp,4.0
DB05,PVCR,Rp,1.0
DB06,PVCR,R,2.0
DB07,PVCR,Rp,1.0
DVA,PVCR,Sp,1.0
FLPL,PVCR,Rp,1.0
LUAR,PVCR,Rp,1.0
LUAR,PVCR,Sp,3.0
PDEL,PVCR,Rp,1.0
PDER,PVCR,S,1.0
PHBR,PVCR,Sp,3.0
PHCR,PVCR,Sp,8.0
PVCL,PVCR,R,1.0
PVCL,PVCR,Rp,2.0
PVCL,PVCR,Sp,2.0
AVAL,PVCR,EJ,5.0
AVAR,PVCR,EJ,3.0
AVJL,PVCR,EJ,3.0
PDEL,PVCR,EJ,1.0
PHCR,PVCR,EJ,1.0
PLMR,PVCR,EJ,1.0
PVCL,PVCR,EJ,5.0
PVWL,PVCR,EJ,2.0
PVWR,PVCR,EJ,1.0
VA08,PVCR,EJ,2.0
PVDL,PVCR,Rp,1.0
PVDL,PVCR,Sp,6.0
PVDR,PVCR,Sp,10.0
VA09,PVCR,EJ,1.0
PVPL,PVCR,S,1.0
PVPL,PVCR,Sp,2.0
PVPR,PVCR,S,1.0
PVPR,PVCR,Sp,6.0
PVR,PVCR,Rp,1.0
PVR,PVCR,S,1.0
PVWR,PVCR,Rp,1.0
PVWR,PVCR,Sp,1.0
RID,PVCR,R,2.0
RID,PVCR,Rp,3.0
RIFR,PVCR,Sp,1.0
SIBVR,PVCR,Rp,2.0
VA12,PVCR,S,3.0
VB04,PVCR,R,2.0
VB04,PVCR,Rp,1.0
VB06,PVCR,R,1.0
VB06,PVCR,Rp,1.0
VB07,PVCR,Rp,3.0
VB08,PVCR,Rp,1.0
VB10,PVCR,R,1.0
VB11,PVCR,S,1.0
VC02,PVCR,S,1.0
VD13,PVCR,S,1.0
AVAL,PVDL,Rp,6.0
AVAR,PVDL,Rp,6.0
DD05,PVDL,Rp,1.0
PVCL,PVDL,Rp,1.0
PVCR,PVDL,Rp,6.0
PVCR,PVDL,Sp,1.0
PVDR,PVDL,Sp,1.0
VD10,PVDL,Rp,1.0
AVAL,PVDR,Rp,6.0
AVAR,PVDR,Rp,9.0
DVA,PVDR,R,2.0
DVA,PVDR,Rp,1.0
PVCL,PVDR,R,2.0
PVCL,PVDR,Rp,11.0
PVCR,PVDR,Rp,10.0
PVDL,PVDR,Rp,1.0
VA09,PVDR,Rp,1.0
AVKL,PVM,R,7.0
AVKL,PVM,Rp,4.0
AVKL,PVM,S,1.0
AVM,PVM,Rp,1.0
DVA,PVM,R,2.0
DVA,PVM,Rp,1.0
PDEL,PVM,R,1.0
PDEL,PVM,Rp,6.0
PDEL,PVM,Sp,2.0
PDER,PVM,R,2.0
PDER,PVM,Rp,6.0
PVCL,PVM,R,2.0
AVL,PVM,EJ,1.0
PDEL,PVM,EJ,1.0
PDER,PVM,EJ,1.0
PVR,PVM,Rp,1.0
AVAL,PVNL,Rp,2.0
AVBR,PVNL,R,1.0
AVDL,PVNL,Rp,3.0
AVDR,PVNL,Rp,3.0
AVEL,PVNL,R,1.0
AVFL,PVNL,Sp,2.0
AVFR,PVNL,Rp,1.0
AVG,PVNL,Rp,1.0
AVHR,PVNL,Sp,1.0
AVJL,PVNL,Rp,5.0
AVJR,PVNL,R,2.0
AVJR,PVNL,Rp,3.0
AVL,PVNL,Rp,2.0
AVM,PVNL,Sp,1.0
BDUL,PVNL,R,1.0
BDUL,PVNL,Rp,1.0
BDUL,PVNL,S,2.0
BDUR,PVNL,Rp,2.0
BDUR,PVNL,S,2.0
BDUR,PVNL,Sp,2.0
DD01,PVNL,Rp,2.0
LUAL,PVNL,Sp,1.0
PQR,PVNL,Rp,1.0
PQR,PVNL,Sp,1.0
PVCL,PVNL,Rp,1.0
AVBR,PVNL,EJ,2.0
PVNR,PVNL,Rp,5.0
PVNR,PVNL,Sp,1.0
PVQR,PVNL,EJ,1.0
PVT,PVNL,R,1.0
PVWL,PVNL,Rp,1.0
RIFL,PVNL,Rp,1.0
AIMR,PVNR,Sp,1.0
AVAL,PVNR,R,2.0
AVAL,PVNR,Rp,2.0
AVBL,PVNR,Rp,1.0
AVBL,PVNR,Sp,1.0
AVBR,PVNR,Rp,2.0
AVDR,PVNR,Rp,1.0
AVEL,PVNR,R,2.0
AVEL,PVNR,Rp,1.0
AVG,PVNR,S,1.0
AVG,PVNR,Sp,1.0
AVJL,PVNR,Rp,4.0
AVJL,PVNR,Sp,1.0
AVJR,PVNR,Rp,1.0
AVL,PVNR,Rp,2.0
BDUL,PVNR,Rp,1.0
BDUL,PVNR,Sp,2.0
BDUR,PVNR,R,2.0
BDUR,PVNR,Rp,2.0
BDUR,PVNR,Sp,1.0
DD03,PVNR,R,1.0
HSNR,PVNR,Rp,1.0
HSNR,PVNR,S,1.0
HSNR,PVNR,Sp,1.0
PDA,PVNR,Sp,1.0
PQR,PVNR,Rp,2.0
PVCL,PVNR,R,1.0
PVNL,PVNR,Rp,1.0
PVNL,PVNR,Sp,5.0
HSNR,PVNR,EJ,1.0
PVT,PVNR,Rp,2.0
PVWL,PVNR,Rp,2.0
VA11,PVNR,S,2.0
VC02,PVNR,R,1.0
VC02,PVNR,Rp,1.0
VC03,PVNR,Rp,1.0
VC03,PVNR,S,1.0
VD06,PVNR,R,1.0
VD07,PVNR,R,1.0
VD12,PVNR,Rp,1.0
ADAL,PVPL,Rp,1.0
AQR,PVPL,Rp,1.0
AQR,PVPL,Sp,1.0
AVAL,PVPL,R,1.0
AVAL,PVPL,Rp,1.0
AVAR,PVPL,R,1.0
AVAR,PVPL,Rp,1.0
AVBL,PVPL,R,2.0
AVBL,PVPL,Rp,3.0
AVBR,PVPL,Rp,6.0
AVDR,PVPL,Rp,2.0
AVER,PVPL,Rp,1.0
AVHR,PVPL,Rp,1.0
AVHR,PVPL,Sp,3.0
DVB,PVPL,S,1.0
DVB,PVPL,Sp,1.0
PVCR,PVPL,R,1.0
PVCR,PVPL,Rp,2.0
AQR,PVPL,EJ,7.0
AVAL,PVPL,EJ,1.0
AVKL,PVPL,EJ,1.0
AVKR,PVPL,EJ,6.0
DVC,PVPL,EJ,2.0
PHAR,PVPL,EJ,3.0
PQR,PVPL,EJ,4.0
PVPR,PVPL,EJ,1.0
PVT,PVPL,EJ,1.0
VD03,PVPL,EJ,1.0
VD13,PVPL,EJ,2.0
RIFL,PVPL,Sp,3.0
RIGL,PVPL,R,2.0
RIR,PVPL,Sp,1.0
ADFR,PVPR,Rp,1.0
ADFR,PVPR,Sp,1.0
AQR,PVPR,Rp,2.0
ASHR,PVPR,Rp,1.0
ASHR,PVPR,Sp,1.0
AVAL,PVPR,Rp,1.0
AVAR,PVPR,Rp,2.0
AVBL,PVPR,Rp,4.0
AVBR,PVPR,Rp,5.0
AVG,PVPR,Sp,1.0
AVHL,PVPR,Rp,3.0
AVHL,PVPR,Sp,2.0
AVL,PVPR,R,1.0
AVL,PVPR,Rp,3.0
AVL,PVPR,S,1.0
DD02,PVPR,Rp,1.0
DVC,PVPR,R,1.0
DVC,PVPR,Rp,1.0
PVCL,PVPR,Rp,4.0
PVCR,PVPR,R,1.0
PVCR,PVPR,Rp,6.0
AQR,PVPR,EJ,9.0
AVKL,PVPR,EJ,1.0
DVC,PVPR,EJ,13.0
PVPL,PVPR,EJ,1.0
VD04,PVPR,EJ,1.0
VD05,PVPR,EJ,1.0
PVQR,PVPR,Rp,1.0
RIAR,PVPR,R,2.0
RIFR,PVPR,Sp,4.0
RIGR,PVPR,Rp,1.0
RIMR,PVPR,Rp,1.0
RMGR,PVPR,Rp,1.0
VC03,PVPR,S,1.0
AIAL,PVQL,R,3.0
AIAL,PVQL,Rp,3.0
AIML,PVQL,S,1.0
ASJL,PVQL,Rp,1.0
ASJL,PVQL,S,8.0
ASJL,PVQL,Sp,6.0
ASKL,PVQL,Rp,4.0
AVFL,PVQL,Sp,1.0
AVFR,PVQL,Sp,1.0
AVHL,PVQL,S,1.0
AVKR,PVQL,S,1.0
HSNL,PVQL,Rp,2.0
PHAL,PVQL,Sp,2.0
PHAR,PVQL,Sp,2.0
ADAL,PVQL,EJ,1.0
ASKL,PVQL,EJ,5.0
PVQR,PVQL,EJ,2.0
RMGL,PVQL,Rp,1.0
AIAR,PVQR,R,3.0
AIAR,PVQR,Rp,4.0
ASER,PVQR,Rp,1.0
ASJR,PVQR,S,9.0
ASJR,PVQR,Sp,4.0
ASKR,PVQR,Rp,4.0
AVBL,PVQR,Rp,1.0
AVFL,PVQR,Sp,1.0
AVFR,PVQR,Rp,1.0
AVG,PVQR,Sp,1.0
AVHL,PVQR,Sp,2.0
AVJR,PVQR,S,1.0
AVL,PVQR,Rp,1.0
AWAR,PVQR,Rp,2.0
DD01,PVQR,Rp,1.0
DVC,PVQR,Rp,1.0
HSNR,PVQR,R,1.0
HSNR,PVQR,Sp,1.0
PVPR,PVQR,Sp,1.0
ADAR,PVQR,EJ,1.0
ASKR,PVQR,EJ,4.0
AVFL,PVQR,EJ,1.0
PVNL,PVQR,EJ,1.0
PVQL,PVQR,EJ,2.0
PVT,PVQR,Rp,1.0
RIFR,PVQR,Rp,1.0
VC02,PVQR,S,1.0
VC03,PVQR,S,4.0
VD01,PVQR,Rp,1.0
ADAL,PVR,Rp,1.0
ADER,PVR,Sp,1.0
AS06,PVR,R,1.0
AVBL,PVR,Rp,4.0
AVBR,PVR,Rp,4.0
AVJL,PVR,R,1.0
AVJL,PVR,Rp,2.0
AVJR,PVR,Rp,2.0
AVKL,PVR,R,1.0
AVM,PVR,Sp,3.0
DA09,PVR,R,1.0
DB02,PVR,R,1.0
DB03,PVR,R,1.0
DVA,PVR,Rp,1.0
DVA,PVR,S,1.0
DVA,PVR,Sp,2.0
IL1DL,PVR,Rp,1.0
IL1DL,PVR,S,1.0
IL1DR,PVR,Rp,1.0
IL1VL,PVR,Rp,1.0
IL1VR,PVR,Rp,1.0
LUAR,PVR,S,1.0
PDEL,PVR,Rp,1.0
PDEL,PVR,Sp,2.0
PDER,PVR,Rp,1.0
PVCR,PVR,R,1.0
PVCR,PVR,Sp,1.0
PVM,PVR,Sp,1.0
ALML,PVR,EJ,1.0
DVA,PVR,EJ,2.0
LUAL,PVR,EJ,1.0
LUAR,PVR,EJ,1.0
PLMR,PVR,EJ,2.0
RIPL,PVR,Rp,3.0
RIPR,PVR,Rp,3.0
SABD,PVR,Rp,1.0
SMDVL,PVR,S,1.0
URADL,PVR,Rp,1.0
AIBL,PVT,Rp,2.0
AIBR,PVT,Rp,4.0
AVEL,PVT,Sp,1.0
AVG,PVT,S,1.0
AVKL,PVT,R,2.0
AVKL,PVT,Rp,5.0
AVKR,PVT,Rp,7.0
AVL,PVT,Rp,2.0
DVC,PVT,R,2.0
DVC,PVT,Sp,1.0
PVNL,PVT,S,1.0
PVNR,PVT,Sp,2.0
PVQR,PVT,Sp,1.0
AIBL,PVT,EJ,1.0
AIBR,PVT,EJ,1.0
AVKL,PVT,EJ,2.0
PVPL,PVT,EJ,1.0
RIBL,PVT,EJ,1.0
PVWL,PVT,Sp,2.0
RIBR,PVT,EJ,1.0
PVWR,PVT,S,1.0
RIGL,PVT,Rp,2.0
RIGR,PVT,Rp,3.0
RIH,PVT,R,1.0
RMEV,PVT,Rp,1.0
RMFL,PVT,Rp,2.0
RMFL,PVT,Sp,1.0
RMFR,PVT,R,1.0
RMFR,PVT,Rp,2.0
SMBDR,PVT,Rp,1.0
VA09,PVT,S,1.0
VB10,PVT,S,1.0
VC01,PVT,S,2.0
VC02,PVT,S,2.0
VC05,PVT,S,1.0
AVJL,PVWL,Rp,1.0
AVL,PVWL,Sp,1.0
LUAL,PVWL,Sp,1.0
LUAR,PVWL,Sp,1.0
PVNL,PVWL,Sp,1.0
PVNR,PVWL,Sp,2.0
PVT,PVWL,Rp,2.0
PVWR,PVWL,Rp,1.0
PVCR,PVWL,EJ,2.0
VA12,PVWL,Rp,1.0
AVAR,PVWR,Rp,1.0
AVDR,PVWR,Rp,1.0
PVCR,PVWR,Rp,1.0
PVCR,PVWR,Sp,1.0
PVT,PVWR,R,1.0
PVWL,PVWR,Sp,1.0
PVCR,PVWR,EJ,1.0
VA12,PVWR,Rp,1.0
ADEL,RIAL,Sp,1.0
ADFL,RIAL,S,3.0
ADFL,RIAL,Sp,12.0
AIBR,RIAL,Sp,1.0
AIYL,RIAL,S,1.0
AIYL,RIAL,Sp,6.0
AIZL,RIAL,S,3.0
AIZL,RIAL,Sp,5.0
AQR,RIAL,S,1.0
AQR,RIAL,Sp,2.0
ASHL,RIAL,Sp,4.0
AUAL,RIAL,Sp,5.0
AWBL,RIAL,S,1.0
AWBL,RIAL,Sp,2.0
AWCL,RIAL,S,2.0
AWCL,RIAL,Sp,1.0
BAGR,RIAL,S,2.0
BAGR,RIAL,Sp,3.0
CEPVL,RIAL,Rp,1.0
DVA,RIAL,S,1.0
IL2VL,RIAL,Sp,1.0
RIAR,RIAL,Rp,1.0
RIAR,RIAL,Sp,4.0
RIBL,RIAL,S,1.0
RIBL,RIAL,Sp,2.0
RIH,RIAL,S,1.0
RIH,RIAL,Sp,10.0
RIR,RIAL,S,1.0
RIR,RIAL,Sp,4.0
RIVL,RIAL,Rp,2.0
